crawl_timestamp,product_name,product_category_tree,retail_price,discounted_price,brand
2016-01-07 06:04:02+00:00,Glus Accu Point Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",1199,399,Beige
2016-01-07 06:04:02+00:00,Urbaano Bang Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Urbaano Bras""]",1350,499,Black
2016-01-07 06:04:02+00:00,New Pearl Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> New Pearl Bras""]",699,299,White
2016-01-07 06:04:02+00:00,Vaishna Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vaishna Bras""]",600,249,White
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",899,389,White
2016-01-07 06:04:02+00:00,Our Rituals CDWR59 Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Our Rituals Bras""]",600,270,White
2016-01-07 06:04:02+00:00,Vivity Plain Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Beige
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Penny Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",999,399,Beige
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Velvet Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,260,Beige
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",849,379,White
2016-01-07 06:04:02+00:00,Muquam Stretchable Bandeau Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Muquam Bras""]",1199,499,White
2016-01-07 06:04:02+00:00,S4S Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",849,225,Blue
2016-01-07 06:04:02+00:00,Triumph Form & Beauty 47 N Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Triumph Bras""]",999,999,SKIN
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",1049,379,Red
2016-01-07 06:04:02+00:00,S4S Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",749,199,Pink
2016-01-07 06:04:02+00:00,Madaam NonPadded Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Madaam Bras""]",647,284,Multicolor
2016-01-07 06:04:02+00:00,Zeroradius White and Black Strapless Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Zeroradius Bras""]",549,249,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,300,Pink
2016-01-07 06:04:02+00:00,Glus Sweet Angel Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",1299,499,Black
2016-01-07 06:04:02+00:00,Younky Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Younky Bras""]",799,149,Black
2016-01-07 06:04:02+00:00,Madaam Organic Cotton Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Madaam Bras""]",999,414,Yellow
2016-01-07 06:04:02+00:00,Vivity KFB-24 Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Blue
2016-01-07 06:04:02+00:00,Two Dots Comfortable Women's Sports Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Two Dots Bras""]",998,449,Purple
2016-01-07 06:04:02+00:00,Luxemburg Strapless Bandaeu Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Luxemburg Bras""]",799,299,Dark Pink
2016-01-07 06:04:02+00:00,Younky Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Younky Bras""]",799,149,Yellow
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1200,399,Orange
2016-01-07 06:04:02+00:00,Lovinoform Latest Comfortable Stylist Non Padded Skin Cotton Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Lovinoform Bras""]",1099,309,Skin
2016-01-07 06:04:02+00:00,Muquam Stretchable Bandeau Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Muquam Bras""]",1199,499,Grey
2016-01-07 06:04:02+00:00,S4S Printed Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",1049,379,Black
2016-01-07 06:04:02+00:00,Ploomz Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1000,399,Black
2016-01-07 06:04:02+00:00,PrivateLifes Polka Lace Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> PrivateLifes Bras""]",899,399,Pink
2016-01-07 06:04:02+00:00,Glus Transy Back Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",1299,449,Black
2016-01-07 06:04:02+00:00,S4S Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",749,176,Blue
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,290,Blue
2016-01-07 06:04:02+00:00,Lovinoform Latest Comfortable Stylist Non Padded red Cotton Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Lovinoform Bras""]",999,279,Red
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",649,299,White
2016-01-07 06:04:02+00:00,Younky Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Younky Bras""]",1199,149,Pink
2016-01-07 06:04:02+00:00,Urbaano Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Urbaano Bras""]",600,270,Red
2016-01-07 06:04:02+00:00,Hemali C Cup Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Hemali Bras""]",1200,550,Blue
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Vintage Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,319,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",849,225,Orange
2016-01-07 06:04:02+00:00,Luxemburg Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Luxemburg Bras""]",649,249,Skin
2016-01-07 06:04:02+00:00,Floozy Its My Choice Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Floozy Bras""]",1299,299,Dark Pink
2016-01-07 06:04:02+00:00,Lovinoform Latest Comfortable Stylist Padded Cotton Mauve Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Lovinoform Bras""]",1299,430,Mauve
2016-01-07 06:04:02+00:00,Our Rituals CDPW38 Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Our Rituals Bras""]",600,270,Purple
2016-01-07 06:04:02+00:00,Status T-Shirt Bra Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Status Bras""]",700,299,White
2016-01-07 06:04:02+00:00,Lovinoform Latest Comfortable Stylist Padded Cotton Maroon Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Lovinoform Bras""]",1299,410,Falsa
2016-01-07 06:04:02+00:00,S4S Stylish Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",849,225,Blue
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",849,379,White
2016-01-07 06:04:02+00:00,Sherry by Sherry - 512 Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Sherry Bras""]",749,349,White
2016-01-07 06:04:02+00:00,PrettySecrets Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> PrettySecrets Bras""]",899,899,Brown
2016-01-07 06:04:02+00:00,Madaam NonPadded Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Madaam Bras""]",779,340,Multicolor
2016-01-07 06:04:02+00:00,Wolfie Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Wolfie Bras""]",999,320,Purple
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Cathy Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",999,399,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,289,Maroon
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Siana Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",999,399,Pink
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",1499,399,Black
2016-01-07 06:04:02+00:00,Peri Peri Women's Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Peri Peri Bras""]",1199,419,Red
2016-01-07 06:04:02+00:00,S4S Printed Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",899,249,Red
2016-01-07 06:04:02+00:00,Vivity Comfortable Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1200,299,Green
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",649,299,Beige
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,59,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",899,300,Orange
2016-01-07 06:04:02+00:00,Florentyne Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Florentyne Bras""]",850,399,Red
2016-01-07 06:04:02+00:00,Florentyne Padded Push-up Bra Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Florentyne Bras""]",850,399,Beige
2016-01-07 06:04:02+00:00,S4S Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,429,Pink
2016-01-07 06:04:02+00:00,Urbaano Bridal Bra Pack Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Urbaano Bras""]",1140,489,Pink
2016-01-07 06:04:02+00:00,Status Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Status Bras""]",1000,399,Black
2016-01-07 06:04:02+00:00,Madaam Sports Bra Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Madaam Bras""]",999,398,Black
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,260,Black
2016-01-07 06:04:02+00:00,Shoba Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Shoba Bras""]",899,298,Black
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,79,Blue
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",900,349,White
2016-01-07 06:04:02+00:00,JSR Paris Beauty Pro Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> JSR Paris Beauty Bras""]",499,214,Black
2016-01-07 06:04:02+00:00,Vivity Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Brown
2016-01-07 06:04:02+00:00,JSR Paris Beauty Seamless Moulded Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> JSR Paris Beauty Bras""]",489,219,White
2016-01-07 06:04:02+00:00,Soie Classic Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Soie Bras""]",790,790,Rouge Red
2016-01-07 06:04:02+00:00,Vivity Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Pink
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Lacy Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,235,Black
2016-01-07 06:04:02+00:00,Oleva Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Oleva Bras""]",999,299,Dark Red
2016-01-07 06:04:02+00:00,S4S Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",499,129,Skin
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1100,349,Black & Yellow
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",849,225,Red
2016-01-07 06:04:02+00:00,Magiq Nice Merry Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Magiq Bras""]",280,120,Maroon
2016-01-07 06:04:02+00:00,Glus Front Open Women's Balconette Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",1199,435,Beige
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,300,Red
2016-01-07 06:04:02+00:00,Lusty Lingerie Strapless Bandaeu Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Lusty Lingerie Bras""]",1499,599,White
2016-01-07 06:04:02+00:00,Muquam Stretchable Bandeau Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Muquam Bras""]",1199,499,Grey
2016-01-07 06:04:02+00:00,S4S Printed Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,289,Black
2016-01-07 06:04:02+00:00,S4S Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",799,225,Red
2016-01-07 06:04:02+00:00,Luxemburg Strapless Bandaeu Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Luxemburg Bras""]",799,299,Skin
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Fiona Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",999,399,Beige
2016-01-07 06:04:02+00:00,Triumph Form & Beauty 30 W Women's Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Triumph Bras""]",899,899,Deep Lavender
2016-01-07 06:04:02+00:00,Glus Angellove Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",799,349,White
2016-01-07 06:04:02+00:00,Status Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Status Bras""]",1000,399,Pink
2016-01-07 06:04:02+00:00,Vivity Comfortable Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1200,299,Yellow
2016-01-07 06:04:02+00:00,Vaishna Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vaishna Bras""]",400,169,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,289,Purple
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",799,199,Maroon
2016-01-07 06:04:02+00:00,La Verite Pro Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> La Verite Bras""]",499,190,Pink
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,149,Green
2016-01-07 06:04:02+00:00,Ploomz Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1200,399,Black
2016-01-07 06:04:02+00:00,Ploomz Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1000,349,White
2016-01-07 06:04:02+00:00,Ladyland Life White Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ladyland Bras""]",899,269,White
2016-01-07 06:04:02+00:00,Status B Plus Cup Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Status Bras""]",600,199,Maroon
2016-01-07 06:04:02+00:00,Younky Fashion Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Younky Bras""]",999,149,Multicolor
2016-01-07 06:04:02+00:00,Vivity Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Brown
2016-01-07 06:04:02+00:00,S4S Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",749,176,Red
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,289,Pink
2016-01-07 06:04:02+00:00,S4S Stylish Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,289,Yellow
2016-01-07 06:04:02+00:00,Ploomz Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1000,399,Peach
2016-01-07 06:04:02+00:00,Q-rious Accord Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Q-rious Bras""]",309,99,White
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",849,225,Pink
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,69,White
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",599,279,Black
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",1000,349,Grey
2016-01-07 06:04:02+00:00,S4S Printed Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",599,139,Black
2016-01-07 06:04:02+00:00,La Verite Pro Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> La Verite Bras""]",499,190,Red
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,300,Grey
2016-01-07 06:04:02+00:00,PrivateLifes Polka Lace Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> PrivateLifes Bras""]",899,399,Black
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,300,Pink
2016-01-07 06:04:02+00:00,Luxemburg Sports Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Luxemburg Bras""]",999,399,Black
2016-01-07 06:04:02+00:00,Riya Gold Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Riya Gold Bras""]",576,249,Multicolor
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,270,Pink
2016-01-07 06:04:02+00:00,PrivateLifes Strapless Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> PrivateLifes Bras""]",899,429,Beige
2016-01-07 06:04:02+00:00,S4S Stylish Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",999,399,Red
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,79,Pink
2016-01-07 06:04:02+00:00,Vivity Women's Plunge Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Vivity Bras""]",1000,299,Brown
2016-01-07 06:04:02+00:00,Pink Pearl Blush Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Pink Pearl Bras""]",499,199,Red
2016-01-07 06:04:02+00:00,Our Rituals CDPB37 Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Our Rituals Bras""]",600,270,Pink
2016-01-07 06:04:02+00:00,S4S Stylish Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> S4S Bras""]",949,300,Red
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",800,349,Red
2016-01-07 06:04:02+00:00,Shoba SHTBSKN Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Shoba Bras""]",430,175,Skin
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",900,349,Pink
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Lacy Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",1199,259,Black
2016-01-07 06:04:02+00:00,Grafion Comfortable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",499,109,White
2016-01-07 06:04:02+00:00,Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",1649,449,Pink
2016-01-07 06:04:02+00:00,PrivateLifes Privacy Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> PrivateLifes Bras""]",1780,490,Multicolor
2016-01-07 06:04:02+00:00,Tia by Ten on Ten Persa Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Tia by Ten on Ten Bras""]",999,399,Maroon
2016-01-07 06:04:02+00:00,Ploomz Fashion Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",800,349,Pink
2016-01-07 06:04:02+00:00,Peri Peri Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Peri Peri Bras""]",949,332,White
